offerdate,sold_premium,offered_premium,purchase_price,purchase_date,item age,pricing_point,predictedconversionrate,plan_flag,plan_count,plansactive_lastyear_count,planscancelled_lastyear_count,claims_count,claim_amount,price_diff,IsModel,sale_flag,base_rate,manufacturerbrandname_enc,itemcategoryname_enc,itemsupercategorycode_enc
26/03/2023,34.68,34.68,389,10/03/2023,16,ASIS FEE,1,0,0,0,0,0,0,0,No,1,34.68,0,19,2
06/04/2023,,53.4,300,06/04/2021,730,@23%,0.32,0,0,0,0,,,0.219178082,Yes,0,43.8,107,16,12
01/04/2023,47.76,47.76,459,31/03/2023,1,@23%,0.09,0,0,0,0,0,0,0.160349854,Yes,1,41.16,0,25,2
15/03/2023,,45.6,275,15/03/2023,0,@23%,0.11,0,0,0,0,0,0,0.144578313,Yes,0,39.84,17,25,2
14/04/2023,,60.84,250,22/02/2023,51,@23%,0.23,0,0,0,0,0,0,0.041067762,Yes,0,58.44,56,37,4
31/03/2023,,53.4,300,31/03/2023,0,@22%,0.07,0,0,0,0,0,0,0.183510638,Yes,0,45.12,129,11,1
19/04/2023,,48.12,200,19/04/2023,0,@23%,0.12,0,0,0,0,0,0,-0.012315271,Yes,0,48.72,62,12,4
02/04/2023,,51.72,200.71,27/03/2023,6,@22%,0.07,0,0,0,0,0,0,0.298192771,Yes,0,39.84,17,25,2
04/03/2023,,47.76,300,04/03/2023,0,@22%,0.11,0,0,0,0,0,0,0.039164491,Yes,0,45.96,57,11,1
07/03/2023,,42.96,500,07/03/2023,0,@23%,0.16,0,0,0,0,0,0,-0.124694377,Yes,0,49.08,114,8,2
27/03/2023,,69.72,359.99,27/03/2023,0,@22%,0.12,0,0,0,0,0,0,0.094161959,Yes,0,63.72,7,37,4
21/03/2023,,53.4,550,21/03/2023,0,@23%,0.06,0,0,0,0,0,0,0.215846995,Yes,0,43.92,8,8,2
13/04/2023,,62.28,282.62,13/04/2023,0,@23%,0.12,0,0,0,0,0,0,-0.02259887,Yes,0,63.72,7,37,4
23/03/2023,,48.24,99,30/12/2022,83,@22%,0.11,0,0,0,0,0,0,0.288461538,Yes,0,37.44,67,24,2
02/03/2023,,48.12,299.99,24/02/2023,6,@23%,0.1,0,0,0,0,0,0,0.066489362,Yes,0,45.12,11,12,4
17/03/2023,,34.68,200,20/03/2023,-3,@22%,0.16,0,0,0,0,,,-0.052459016,Yes,0,36.6,57,15,12
27/03/2023,,150,1200,13/03/2023,14,@22%,0.06,0,0,0,0,0,0,0.21124031,Yes,0,123.84,74,34,3
04/04/2023,,69.72,366.43,04/04/2023,0,@23%,0.12,0,0,0,0,0,0,0.094161959,Yes,0,63.72,7,37,4
13/04/2023,,38.04,300,15/01/2023,88,@22%,0.13,0,0,0,0,0,0,0.223938224,Yes,0,31.08,71,19,2
07/03/2023,,48.12,600,08/12/2022,89,@22%,0.19,0,0,0,0,0,0,0.222560976,Yes,0,39.36,57,14,12
03/03/2023,,44.28,459.99,25/02/2023,6,@22%,0.11,0,0,0,0,0,0,0.276816609,Yes,0,34.68,0,19,2
12/04/2023,69.72,69.72,389,05/04/2023,7,@22%,0.36,0,0,3,3,0,0,0.096226415,Yes,1,63.6,62,37,4
21/04/2023,,32.28,239.99,19/04/2023,2,@23%,0.16,0,0,0,0,0,0,-0.069204152,Yes,0,34.68,34,9,2
24/03/2023,,41.88,173.84,21/02/2023,31,ASIS FEE,1,0,0,0,0,0,0,0,No,0,41.88,57,29,2
09/03/2023,,34.44,300,31/01/2023,37,@22%,0.18,0,0,0,0,0,0,0.298642534,Yes,0,26.52,129,19,2
11/03/2023,,53.4,300,10/03/2023,1,@22%,0.08,0,0,0,0,,,0.202702703,Yes,0,44.4,16,16,12
27/03/2023,,47.28,600,25/03/2023,2,@23%,0.48,1,2,2,0,,,-0.036674817,Yes,0,49.08,7,16,12
24/03/2023,69.72,69.72,1200,01/01/2023,82,@23%,0.29,0,0,0,0,0,0,0.048736462,Yes,1,66.48,57,16,12
06/03/2023,,66.84,750,03/03/2023,3,@22%,0.11,0,0,0,0,0,0,0.298368298,Yes,0,51.48,62,16,12
11/03/2023,,46.8,300,11/09/2021,546,@22%,0.26,0,0,0,0,0,0,0.295681063,Yes,0,36.12,71,25,2
22/03/2023,,32.28,300,04/03/2023,18,@23%,0.24,0,0,0,0,0,0,-0.069204152,Yes,0,34.68,129,9,2
07/03/2023,,55.8,394,12/07/2022,238,ASIS FEE,1,0,0,0,0,0,0,0,No,0,55.8,74,37,4
02/03/2023,,44.28,200,03/03/2023,-1,@22%,0.7,1,5,10,0,0,0,0.125,Yes,0,39.36,57,14,12
28/03/2023,,42.6,1099,01/12/2022,117,@22%,0.1,0,0,0,0,0,0,0.102484472,Yes,0,38.64,89,24,2
02/03/2023,,45.72,300,02/02/2023,28,@22%,0.24,0,0,0,0,0,0,0.295918367,Yes,0,35.28,62,9,2
13/03/2023,,53.4,419,09/03/2023,4,@22%,0.24,0,0,1,1,,,0.183510638,Yes,0,45.12,11,16,12
28/03/2023,,69,409.99,28/03/2023,0,ASIS FEE,1,0,0,0,0,0,0,0,No,0,69,62,36,4
25/03/2023,,43.8,500,25/03/2023,0,ASIS FEE,1,1,4,6,2,2,527.38,0,No,0,43.8,51,12,4
27/03/2023,,87.96,300,10/03/2023,17,@22%,0.13,0,0,0,0,0,0,0.29964539,Yes,0,67.68,34,36,4
31/03/2023,53.4,53.4,243.64,31/08/2022,212,@23%,0.83,1,5,17,10,21,1582.8,0.183510638,Yes,1,45.12,2,27,3
01/03/2023,,53.4,269.99,25/02/2023,4,@22%,0.09,0,0,0,0,0,0,0.115288221,Yes,0,47.88,56,12,4
15/04/2023,,34.68,155,06/03/2023,40,@23%,0.23,0,0,0,0,0,0,0.074349442,Yes,0,32.28,22,19,2
28/02/2023,,53.4,369,07/02/2023,21,@22%,0.25,1,1,1,0,1,85.03,0.215846995,Yes,0,43.92,86,32,13
14/04/2023,,47.76,999,14/11/2022,151,@22%,0.2,0,0,0,0,0,0,0.087431694,Yes,0,43.92,111,25,2
02/03/2023,,48.24,413.88,02/03/2023,0,@23%,0.11,0,0,0,0,0,0,0.151862464,Yes,0,41.88,62,8,2
22/03/2023,,32.52,419.99,17/03/2023,5,@22%,0.2,0,0,0,0,,,-0.062283737,Yes,0,34.68,0,19,2
06/03/2023,,41.16,649,15/02/2023,19,ASIS FEE,1,0,,,,0,0,0,No,0,41.16,0,25,2
13/03/2023,,48.24,448.99,17/02/2023,24,@22%,0.2,0,0,0,0,0,0,0.069148936,Yes,0,45.12,89,29,2
01/03/2023,,32.28,566,24/02/2023,5,@22%,0.16,0,0,0,0,0,0,-0.069204152,Yes,0,34.68,0,9,2
28/02/2023,,47.76,557,28/02/2023,0,@23%,0.26,0,0,0,0,0,0,0.058510638,Yes,0,45.12,129,8,2
24/03/2023,48.12,48.12,280,24/03/2023,0,@22%,0.15,0,0,0,0,0,0,-0.176591376,Yes,1,58.44,56,37,4
22/03/2023,47.64,47.64,300,29/03/2022,358,@23%,0.42,0,0,0,0,0,0,0.210365854,Yes,1,39.36,62,14,12
22/03/2023,,34.68,300,22/03/2022,365,@23%,0.18,0,0,0,0,0,0,0,Yes,0,34.68,11,14,12
15/03/2023,,57.72,260,15/03/2023,0,@23%,0.59,1,4,4,0,,,-0.032193159,Yes,0,59.64,62,37,4
11/04/2023,,32.28,300,24/03/2023,18,@23%,0.23,0,0,0,0,0,0,-0.069204152,Yes,0,34.68,34,9,2
14/03/2023,,53.4,1000,28/05/2022,290,@23%,0.32,0,0,0,0,0,0,0.057007126,Yes,0,50.52,85,25,2
15/04/2023,69.84,69.84,349,01/07/2022,288,@23%,0.52,1,1,2,1,0,0,0.050541516,Yes,1,66.48,56,37,4
09/04/2023,,69.72,370.35,07/04/2023,2,@23%,0.26,0,0,0,0,,,0.048736462,Yes,0,66.48,56,37,4
10/03/2023,69.72,69.72,250,01/03/2023,9,@23%,0.8,1,5,7,1,4,368.32,0.110898662,Yes,1,62.76,107,34,3
11/04/2023,59.76,59.76,489,28/03/2023,14,@23%,0.36,1,2,4,2,,,0.152777778,Yes,1,51.84,129,11,1
27/03/2023,,32.4,300,27/02/2023,28,@22%,0.19,0,0,0,0,0,0,0.221719457,Yes,0,26.52,129,19,2
16/03/2023,,32.4,125,09/11/2022,127,@22%,0.06,0,0,0,0,0,0,-0.065743945,Yes,0,34.68,86,32,13
10/03/2023,,34.92,135.25,30/01/2023,39,@23%,0.22,0,0,0,0,0,0,-0.010204082,Yes,0,35.28,57,9,2
06/03/2023,69.36,69.36,253.58,03/03/2023,3,@22%,0.14,0,0,0,0,0,0,0.186858316,Yes,1,58.44,56,37,4
09/03/2023,,45.6,280,06/03/2023,3,@23%,0.22,0,0,0,0,,,-0.219712526,Yes,0,58.44,56,37,4
16/03/2023,,53.52,210,10/03/2023,6,ASIS FEE,1,0,0,0,0,0,0,0,No,0,53.52,16,34,3
20/03/2023,,52.8,200,23/03/2023,-3,@22%,0.07,0,0,0,0,0,0,0.260744986,Yes,0,41.88,62,25,2
10/03/2023,,32.4,185,09/03/2023,1,@23%,0.11,0,0,0,0,0,0,-0.081632653,Yes,0,35.28,16,25,2
06/03/2023,68.52,68.52,1200,03/03/2023,3,@22%,0.32,1,3,3,0,0,0,0.030685921,Yes,1,66.48,111,8,2
04/03/2023,,69.72,444,08/02/2023,24,@23%,0.17,0,0,0,0,0,0,0.030141844,Yes,0,67.68,57,37,4
13/03/2023,,39.72,213.04,04/03/2023,9,@22%,0.03,0,0,0,0,0,0,0.298039216,Yes,0,30.6,130,15,12
10/03/2023,47.16,47.16,529,02/02/2023,36,@23%,0.35,1,1,1,0,,,0.045212766,Yes,1,45.12,129,25,2
15/03/2023,48.12,48.12,521.71,06/03/2023,9,@23%,0.23,0,0,0,0,0,0,-0.137634409,Yes,1,55.8,74,37,4
03/04/2023,53.4,53.4,500,25/11/2022,129,@22%,0.12,0,0,0,0,0,0,0.183510638,Yes,1,45.12,0,16,12
27/03/2023,58.56,58.56,323.68,27/02/2022,393,@23%,0.49,0,0,0,0,0,0,0.29787234,Yes,1,45.12,67,16,12
07/03/2023,48.24,48.24,180,07/03/2022,365,@23%,0.37,0,0,0,0,,,0.007518797,Yes,1,47.88,56,12,4
20/04/2023,,47.04,240,29/03/2023,22,@23%,0.1,0,0,0,0,0,0,0.268608414,Yes,0,37.08,129,25,2
11/04/2023,,68.52,449,26/03/2023,16,@23%,0.33,1,2,2,0,,,0.19706499,Yes,0,57.24,74,34,3
25/03/2023,53.4,53.4,300,25/12/2022,90,@23%,0.81,1,4,4,0,1,85.03,-0.067085954,Yes,1,57.24,55,34,3
03/03/2023,,72.24,299.99,03/03/2023,0,@22%,0.13,0,0,0,0,0,0,0.23613963,Yes,0,58.44,56,37,4
28/03/2023,,62.28,499,17/03/2023,11,@23%,0.45,1,1,1,0,,,-0.063176895,Yes,0,66.48,129,37,4
10/03/2023,44.28,44.28,275,10/03/2023,0,@23%,0.36,1,1,1,0,1,85.03,-0.002702703,Yes,1,44.4,16,16,12
08/03/2023,,44.28,369,08/03/2023,0,@23%,0.18,0,0,0,0,0,0,-0.010723861,Yes,0,44.76,57,25,2
11/04/2023,,69.72,462,14/03/2023,28,@23%,0.12,0,0,0,0,0,0,0.048736462,Yes,0,66.48,17,36,4
13/04/2023,,48.24,419.99,13/04/2023,0,@22%,0.1,0,0,0,0,0,0,0.151862464,Yes,0,41.88,57,8,2
05/04/2023,39.72,39.72,99.99,04/04/2023,1,@22%,0.3,1,5,8,3,0,0,0.298039216,Yes,1,30.6,74,0,3
14/03/2023,,72.24,405,09/03/2023,5,@22%,0.11,0,0,0,0,0,0,0.086642599,Yes,0,66.48,56,37,4
04/04/2023,,51.48,450,23/03/2023,12,ASIS FEE,1,0,0,0,0,,,0,No,0,51.48,57,11,1
12/03/2023,,41.16,549.99,17/02/2023,23,ASIS FEE,1,0,0,0,0,0,0,0,No,0,41.16,0,25,2
13/03/2023,,32.4,769.99,22/12/2022,81,@22%,0.18,0,0,0,0,0,0,-0.065743945,Yes,0,34.68,0,19,2
28/02/2023,112.56,112.56,800,19/04/2022,315,@23%,0.14,0,0,0,0,0,0,0.299168975,Yes,1,86.64,74,34,3
05/04/2023,,48.12,244.99,03/04/2023,2,@22%,0.19,0,0,0,0,0,0,-0.193158954,Yes,0,59.64,62,37,4
07/04/2023,48.12,48.12,500,07/10/2022,182,@23%,0.21,0,0,0,0,0,0,-0.017156863,Yes,1,48.96,31,35,14
29/03/2023,,47.76,200,05/04/2023,-7,@22%,0.13,0,0,0,0,0,0,-0.072261072,Yes,0,51.48,57,11,1
28/02/2023,,47.76,518.35,28/02/2023,0,@22%,0.13,0,0,0,0,0,0,0.058510638,Yes,0,45.12,7,12,4
23/03/2023,34.92,34.92,300,03/03/2023,20,@23%,0.15,0,0,0,0,0,0,0.006920415,Yes,1,34.68,111,19,2
15/03/2023,,57.24,220,13/03/2023,2,ASIS FEE,1,1,2,2,0,,,0,No,0,57.24,74,34,3
16/03/2023,,47.64,500,01/03/2023,15,@23%,0.27,0,0,2,2,0,0,-0.022167488,Yes,0,48.72,57,12,4
10/03/2023,45.6,45.6,436.16,10/03/2023,0,@23%,0.61,1,5,6,1,3,311.01,0.010638298,Yes,1,45.12,7,8,2
13/03/2023,,60.96,275,01/03/2023,12,@23%,0.15,0,0,0,0,0,0,-0.043314501,Yes,0,63.72,7,37,4
29/03/2023,,53.4,759,01/03/2023,28,@22%,0.23,0,0,0,0,0,0,0.030092593,Yes,0,51.84,129,16,12
30/03/2023,,89.64,629.99,30/08/2022,212,@23%,0.49,1,3,6,3,1,122.32,0.299130435,Yes,0,69,57,36,4
07/03/2023,,32.28,300,15/02/2023,20,@22%,0.22,0,0,0,0,0,0,0.038610039,Yes,0,31.08,71,9,2
09/03/2023,,60.84,274,27/02/2023,10,@22%,0.17,0,0,0,0,0,0,0.041067762,Yes,0,58.44,17,37,4
10/04/2023,44.28,44.28,300,01/04/2023,9,@23%,0.16,0,0,0,0,0,0,0.255102041,Yes,1,35.28,62,19,2
08/04/2023,,57.24,359,01/04/2023,7,ASIS FEE,1,0,0,0,0,0,0,0,No,0,57.24,74,34,3
20/04/2023,,45.12,499.7,15/04/2023,5,ASIS FEE,1,0,0,0,0,0,0,0,No,0,45.12,50,11,1
22/03/2023,34.68,34.68,158,08/03/2023,14,@23%,0.15,0,0,0,0,0,0,0.074349442,Yes,1,32.28,22,9,2
15/03/2023,34.68,34.68,300,01/12/2022,104,@23%,0.2,0,0,0,0,0,0,-0.064724919,Yes,1,37.08,129,25,2
14/03/2023,57.72,57.72,850,14/10/2021,516,@22%,0.71,1,2,3,1,1,55,-0.053149606,Yes,1,60.96,127,37,4
03/04/2023,,48.96,541.48,27/03/2023,7,ASIS FEE,1,0,0,0,0,0,0,0,No,0,48.96,87,12,4
06/03/2023,69.72,69.72,300,06/10/2022,151,@23%,0.28,0,0,0,0,0,0,0.094161959,Yes,1,63.72,7,37,4
14/04/2023,,47.76,500,14/04/2023,0,@22%,0.1,0,0,0,0,0,0,0.058510638,Yes,0,45.12,11,12,4
24/03/2023,,48.24,200,31/07/2022,236,@23%,0.23,0,0,0,0,0,0,0.207207207,Yes,0,39.96,87,14,12
21/04/2023,41.88,41.88,249,21/04/2023,0,ASIS FEE,1,0,0,0,0,0,0,0,No,1,41.88,62,8,2
02/03/2023,48.24,48.24,550,02/04/2021,699,@23%,0.25,0,0,0,0,0,0,0.210843373,Yes,1,39.84,89,25,2
08/03/2023,,47.76,305.38,08/03/2023,0,@22%,0.12,0,0,0,0,0,0,-0.045563549,Yes,0,50.04,57,12,4
15/04/2023,,34.68,220,13/04/2023,2,@22%,0.12,0,0,0,0,0,0,0.133333333,Yes,0,30.6,7,15,12
16/03/2023,,48.12,276.05,16/01/2023,59,@22%,0.15,0,0,0,0,0,0,-0.019559902,Yes,0,49.08,7,12,4
12/04/2023,,47.28,759.99,05/04/2023,7,@23%,0.5,1,3,4,1,2,274.84,0.275080906,Yes,0,37.08,0,25,2
28/03/2023,32.28,32.28,250,21/03/2023,7,@22%,0.2,0,0,0,0,0,0,-0.069204152,Yes,1,34.68,0,9,2
05/04/2023,,48.12,220,05/04/2023,0,@22%,0.25,1,1,1,0,,,0.297734628,Yes,0,37.08,129,25,2
06/04/2023,,41.88,409.99,31/03/2023,6,ASIS FEE,1,0,0,0,0,0,0,0,No,0,41.88,57,25,2
11/04/2023,43.44,43.44,450,10/04/2023,1,@23%,0.24,0,0,1,1,,,-0.221505376,Yes,1,55.8,74,37,4
06/04/2023,,52.68,276.05,06/02/2023,59,@23%,0.15,0,0,0,0,0,0,0.073349633,Yes,0,49.08,7,12,4
21/03/2023,43.32,43.32,160,21/03/2023,0,@22%,0.26,1,1,1,0,,,0.298561151,Yes,1,33.36,127,24,2
05/04/2023,45,45,599,05/01/2023,90,@22%,0.13,0,0,0,0,0,0,0.297577855,Yes,1,34.68,0,24,2
15/03/2023,,45,300,09/02/2023,34,@23%,0.19,0,0,0,0,0,0,0.297577855,Yes,0,34.68,34,9,2
11/03/2023,,34.68,281,06/03/2023,5,@23%,0.09,0,0,0,0,0,0,-0.033444816,Yes,0,35.88,7,25,2
24/04/2023,,69.72,540,24/04/2023,0,@23%,0.22,0,0,0,0,0,0,0.010434783,Yes,0,69,57,36,4
12/04/2023,,47.76,384,27/01/2023,75,@22%,0.29,1,1,1,0,0,0,0.058510638,Yes,0,45.12,129,11,1
16/03/2023,,48.12,900,28/01/2023,47,@23%,0.24,0,0,0,0,0,0,-0.176591376,Yes,0,58.44,34,25,2
03/04/2023,,53.4,300,24/03/2023,10,@23%,0.08,0,0,0,0,0,0,0.275071633,Yes,0,41.88,62,25,2
23/04/2023,,48.12,389.99,08/04/2023,15,@22%,0.15,0,0,0,0,0,0,-0.019559902,Yes,0,49.08,17,11,1
05/04/2023,,48.24,300,04/04/2023,1,@22%,0.08,0,0,0,0,0,0,0.069148936,Yes,0,45.12,0,11,1
06/03/2023,,57.72,500,24/02/2023,10,@22%,0.25,1,1,1,0,1,107.35,0.279255319,Yes,0,45.12,11,16,12
01/04/2023,,48.12,529,23/03/2023,9,@22%,0.33,1,1,1,0,,,0.066489362,Yes,0,45.12,129,25,2
27/03/2023,,48.24,300,31/08/2022,208,@23%,0.21,0,0,0,0,0,0,0.151862464,Yes,0,41.88,62,25,2
06/04/2023,28.32,28.32,300,06/04/2022,365,@23%,0.78,1,2,3,1,3,330.09,-0.154121864,Yes,1,33.48,67,15,12
11/04/2023,,45,299,11/04/2023,0,@22%,0.11,0,0,0,0,0,0,0.297577855,Yes,0,34.68,7,14,12
11/04/2023,,150,1200,05/04/2023,6,@22%,0.07,0,0,0,0,0,0,0,Yes,0,150,74,34,3
02/03/2023,,48.24,219,15/02/2023,15,@22%,0.09,0,0,0,0,0,0,0.151862464,Yes,0,41.88,62,24,2
13/03/2023,,47.76,650,04/02/2023,37,@23%,0.09,0,0,0,0,0,0,0.121126761,Yes,0,42.6,89,11,1
17/03/2023,,53.4,219.99,12/03/2023,5,@22%,0.08,0,0,0,0,0,0,0.115288221,Yes,0,47.88,17,12,4
14/04/2023,,53.4,626.04,13/04/2023,1,@22%,0.14,0,0,0,0,0,0,0.183510638,Yes,0,45.12,129,16,12
05/04/2023,,48.12,779,03/04/2023,2,@23%,0.17,0,0,0,0,0,0,0.066489362,Yes,0,45.12,129,8,2
31/03/2023,48.24,48.24,462.72,31/03/2023,0,@23%,0.24,0,0,0,0,0,0,-0.208661417,Yes,1,60.96,127,37,4
26/03/2023,,53.4,300,25/02/2023,29,@23%,0.17,0,0,0,0,0,0,0.183510638,Yes,0,45.12,21,16,12
12/04/2023,,48.24,510.51,12/04/2023,0,@22%,0.13,0,0,0,0,0,0,0.069148936,Yes,0,45.12,129,8,2
10/03/2023,,63.6,316.16,07/03/2023,3,ASIS FEE,1,0,0,0,0,0,0,0,No,0,63.6,57,37,4
09/03/2023,,53.4,341,08/03/2023,1,@23%,0.07,0,0,0,0,0,0,-0.067085954,Yes,0,57.24,74,34,3
24/04/2023,,39.84,279,19/04/2023,5,ASIS FEE,1,1,1,1,0,0,0,0,No,0,39.84,7,25,2
22/03/2023,32.4,32.4,733.23,20/03/2023,2,@22%,0.2,0,0,0,0,0,0,-0.126213592,Yes,1,37.08,129,25,2
10/03/2023,,69.72,599,17/02/2023,21,@22%,0.22,0,0,0,0,0,0,0.048736462,Yes,0,66.48,56,37,4
11/04/2023,,89.64,472.94,28/03/2023,14,@22%,0.22,0,0,0,0,,,0.299130435,Yes,0,69,57,36,4
04/04/2023,,69.72,329,31/03/2023,4,@23%,0.14,0,0,0,0,0,0,0.096226415,Yes,0,63.6,57,37,4
07/04/2023,47.64,47.64,300,07/04/2022,365,@22%,0.25,0,0,0,0,0,0,0.195783133,Yes,1,39.84,89,8,2
06/04/2023,,53.4,412.92,06/04/2023,0,@23%,0.08,0,0,0,0,0,0,0.08801956,Yes,0,49.08,7,16,12
20/03/2023,,48.24,599,17/03/2023,3,@22%,0.08,0,0,0,0,0,0,0.210843373,Yes,0,39.84,89,25,2
09/03/2023,,48.12,200,09/02/2023,28,@22%,0.12,0,0,0,0,0,0,-0.065268065,Yes,0,51.48,62,11,1
06/04/2023,,59.64,479,29/03/2023,8,@23%,0.5,1,4,8,4,0,0,0.124434389,Yes,0,53.04,7,37,4
28/02/2023,69.72,69.72,400,01/01/2022,423,@23%,0.44,0,0,0,0,0,0,0.096226415,Yes,1,63.6,62,37,4
20/04/2023,,69.72,369,20/04/2023,0,@22%,0.15,0,0,0,0,0,0,0.096226415,Yes,0,63.6,57,37,4
14/03/2023,,48.24,436,08/03/2023,6,@23%,0.1,0,0,0,0,0,0,0.210843373,Yes,0,39.84,111,11,1
11/04/2023,,47.76,324,08/04/2023,3,@23%,0.27,0,0,2,2,1,74,-0.054631829,Yes,0,50.52,17,16,12
31/03/2023,69.72,69.72,600,28/05/2022,307,@22%,0.32,0,0,0,0,0,0,0.030141844,Yes,1,67.68,57,37,4
09/03/2023,,37.68,370,31/12/2022,68,@23%,0.16,0,0,0,0,0,0,0.043189369,Yes,0,36.12,54,15,12
06/03/2023,,32.52,400,21/09/2022,166,@23%,0.34,0,0,0,0,0,0,-0.160990712,Yes,0,38.76,35,9,2
05/04/2023,38.64,38.64,300,31/03/2023,5,ASIS FEE,1,0,0,0,0,0,0,0,No,1,38.64,129,25,2
01/03/2023,,50.16,300,08/12/2022,83,@22%,0.18,0,0,0,0,0,0,0.298136646,Yes,0,38.64,129,25,2
08/04/2023,69.72,69.72,200,25/03/2023,14,@23%,0.17,0,0,0,0,0,0,0.096226415,Yes,1,63.6,57,37,4
09/03/2023,,53.4,299.44,08/03/2023,1,@22%,0.04,0,0,0,0,0,0,0.297376093,Yes,0,41.16,7,11,1
04/04/2023,,69.72,549,22/03/2023,13,@22%,0.25,1,1,1,0,1,150,0.102466793,Yes,0,63.24,107,37,4
22/03/2023,,44.28,268.62,18/03/2023,4,@22%,0.09,0,0,0,0,0,0,-0.018617021,Yes,0,45.12,77,16,12
09/03/2023,45.6,45.6,270,04/03/2023,5,@23%,0.12,0,0,0,0,0,0,0.088825215,Yes,1,41.88,57,25,2
04/04/2023,,47.76,500,31/03/2023,4,@23%,0.16,0,0,0,0,0,0,-0.072261072,Yes,0,51.48,57,16,12
17/03/2023,32.64,32.64,119,13/12/2022,94,@22%,0.21,0,0,0,0,0,0,-0.058823529,Yes,1,34.68,56,35,14
18/03/2023,,47.76,399,18/03/2023,0,@23%,0.12,0,0,0,0,0,0,-0.078703704,Yes,0,51.84,129,25,2
06/04/2023,,60.84,249,31/03/2023,6,@23%,0.11,0,0,0,0,0,0,0.116740088,Yes,0,54.48,7,37,4
11/03/2023,,48.12,300,11/03/2021,730,@23%,0.25,0,0,0,0,,,0.245341615,Yes,0,38.64,89,24,2
17/03/2023,,62.28,290,17/03/2023,0,@23%,0.12,0,0,0,0,0,0,0.065708419,Yes,0,58.44,56,37,4
03/03/2023,,45,300,04/02/2023,27,@22%,0.18,0,0,0,0,0,0,0.297577855,Yes,0,34.68,0,9,2
13/03/2023,,32.4,824.03,13/02/2023,28,@22%,0.14,0,0,0,0,0,0,0.015037594,Yes,0,31.92,12,19,2
22/03/2023,,62.28,265,18/01/2023,63,@23%,0.16,0,0,0,0,0,0,-0.02259887,Yes,0,63.72,7,37,4
12/04/2023,,48.12,311.66,12/04/2023,0,@23%,0.06,0,0,0,0,0,0,0.066489362,Yes,0,45.12,7,8,2
13/03/2023,,38.04,509,02/02/2023,39,@22%,0.16,0,0,0,0,0,0,0.243137255,Yes,0,30.6,7,19,2
14/04/2023,,112.56,800,14/04/2023,0,@22%,0.07,0,0,0,0,0,0,0.299168975,Yes,0,86.64,74,34,3
13/04/2023,,38.64,799,09/03/2023,35,ASIS FEE,1,0,0,0,0,0,0,0,No,0,38.64,89,24,2
31/03/2023,,33.36,799.99,31/03/2023,0,@23%,0.15,0,0,0,0,0,0,-0.100323625,Yes,0,37.08,0,25,2
03/03/2023,,53.4,270,03/07/2022,243,@22%,0.19,0,0,0,0,0,0,0.297376093,Yes,0,41.16,12,16,12
17/03/2023,,34.68,329,22/02/2023,23,@23%,0.18,0,0,0,0,0,0,-0.064724919,Yes,0,37.08,129,19,2
14/04/2023,44.76,44.76,409.99,12/04/2023,2,ASIS FEE,1,0,0,0,0,0,0,0,No,1,44.76,57,25,2
02/03/2023,,35.52,339,10/02/2023,20,@22%,0.15,0,0,0,0,0,0,-0.042071197,Yes,0,37.08,129,19,2
30/03/2023,,47.88,307.73,30/03/2023,0,ASIS FEE,1,0,0,0,0,0,0,0,No,0,47.88,56,12,4
06/03/2023,,48.12,417.51,03/03/2023,3,@23%,0.08,0,0,0,0,0,0,0.066489362,Yes,0,45.12,7,8,2
03/04/2023,,63.6,674.1,20/09/2022,195,@23%,0.2,0,0,0,0,0,0,0.299019608,Yes,0,48.96,107,16,12
21/03/2023,,63.6,329,21/03/2023,0,ASIS FEE,1,0,0,1,1,,,0,No,0,63.6,57,37,4
03/03/2023,,48.24,259.99,18/02/2023,13,@23%,0.15,0,0,0,0,0,0,-0.098654709,Yes,0,53.52,16,34,3
14/04/2023,63.96,63.96,359.99,15/12/2021,485,@23%,0.7,1,2,3,2,1,97.51,0.072434608,Yes,1,59.64,57,37,4
11/03/2023,,69.72,279.99,11/03/2023,0,@23%,0.06,0,0,0,0,0,0,0.21802935,Yes,0,57.24,74,34,3
25/03/2023,,48.12,300,25/03/2023,0,@22%,0.12,0,0,0,0,0,0,0.297734628,Yes,0,37.08,129,25,2
14/04/2023,,37.92,756.25,30/10/2022,166,@23%,0.17,0,0,0,0,0,0,-0.159574468,Yes,0,45.12,0,11,1
28/02/2023,100.32,100.32,1200,28/02/2021,730,@22%,0.68,1,3,3,0,0,0,0.298136646,Yes,1,77.28,107,16,12
03/03/2023,,34.68,189.99,02/03/2023,1,@22%,0.06,0,0,0,0,0,0,-0.061688312,Yes,0,36.96,16,34,3
03/04/2023,,32.16,200,18/03/2023,16,@23%,0.43,1,1,2,1,0,0,0.155172414,Yes,0,27.84,12,9,2
12/04/2023,,52.68,300,01/04/2021,741,@23%,0.76,1,5,19,8,4,1355.06,-0.135826772,Yes,0,60.96,127,37,4
01/03/2023,139.56,139.56,479.99,09/02/2023,20,@22%,0.11,0,0,0,0,0,0,0.299441341,Yes,1,107.4,16,34,3
15/04/2023,,45.6,250,14/04/2023,1,@23%,0.11,0,0,0,0,0,0,-0.064039409,Yes,0,48.72,57,12,4
02/03/2023,,47.76,710,02/03/2023,0,@23%,0.14,0,0,0,0,0,0,0.140401146,Yes,0,41.88,57,8,2
11/03/2023,,57.72,440.5,01/01/2023,69,@23%,0.56,1,2,2,0,0,0,0.121212121,Yes,0,51.48,57,16,12
